"DATA","HORA","NATUREZA_ACIDENTE","SITUACAO","BAIRRO","AUTO","MOTO","CICLOM","CICLISTA","PEDESTRE","ONIBUS","CAMINHAO","VIATURA","OUTROS","VITIMAS","TEMPO_CLIMA","SINALIZACAO","CONDICAO_VIA","CONSERVACAO_VIA","MAO_DIRECAO","TIPO","ACIDENTE_VERIFICADO","RPA","REGIAO"
"2019-01-02","08:27:00","COM VÍTIMA","FINALIZADA","AREIAS","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","5","SUDOESTE"
"2019-01-02","08:42:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-01-02","09:11:00","SEM VÍTIMA","FINALIZADA","IMBIRIBEIRA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","6","SUL"
"2019-01-02","09:16:00","SEM VÍTIMA","FINALIZADA","MADALENA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-01-02","09:22:00","SEM VÍTIMA","CANCELADA","BOA VIAGEM","1","1","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","6","SUL"
"2019-01-02","09:31:00","SEM VÍTIMA","FINALIZADA","NOVA DESCOBERTA","1","0","0","0","0","0","1","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-01-02","11:10:00","SEM VÍTIMA","CANCELADA","SANTO AMARO","1","0","0","0","0","1","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","1","CENTRO"
"2019-01-02","11:17:00","SEM VÍTIMA","CANCELADA","SÃO JOSÉ","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","0",""
"2019-01-02","11:31:00","SEM VÍTIMA","FINALIZADA","SAN MARTIN","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","5","SUDOESTE"
"2019-01-02","11:47:00","SEM VÍTIMA","FINALIZADA","IMBIRIBEIRA","3","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","6","SUL"
"2019-01-02","11:50:00","SEM VÍTIMA","FINALIZADA","AFOGADOS","0","0","0","0","0","1","1","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","5","SUDOESTE"
"2019-01-02","12:14:00","SEM VÍTIMA","FINALIZADA","SANTO ANTÔNIO","1","1","0","0","0","0","0","0","0","0","Bom","Ilegível","Seca","Perfeito estado","Única","","","0",""
"2019-01-02","13:09:00","SEM VÍTIMA","FINALIZADA","AREIAS","1","0","0","0","0","0","2","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","5","SUDOESTE"
"2019-01-02","13:43:00","SEM VÍTIMA","FINALIZADA","IPUTINGA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","4","OESTE"
"2019-01-02","14:41:00","SEM VÍTIMA","FINALIZADA","MADALENA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-01-02","14:44:00","SEM VÍTIMA","FINALIZADA","SAN MARTIN","1","1","0","0","0","0","0","0","0","0","Bom","Não existente","Seca","Perfeito estado","Dupla","","","5","SUDOESTE"
"2019-01-02","15:08:00","SEM VÍTIMA","FINALIZADA","PAISSANDU","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","1","CENTRO"
"2019-01-02","15:10:00","SEM VÍTIMA","FINALIZADA","TAMARINEIRA","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-01-02","15:32:00","VÍTIMA FATAL","FINALIZADA","BONGI","0","0","0","1","0","0","1","0","0","0","Bom","Perfeito estado","Seca","Mal conservada","Dupla","","","5","SUDOESTE"
"2019-01-02","15:36:00","SEM VÍTIMA","FINALIZADA","BEBERIBE","1","0","0","0","0","0","1","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","2","NORTE"
"2019-01-02","15:40:00","SEM VÍTIMA","FINALIZADA","TORREÃO","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Mal conservada","Dupla","","","0",""
"2019-01-02","16:03:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","3","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-01-02","17:05:00","COM VÍTIMA","FINALIZADA","TAMARINEIRA","0","0","0","0","0","0","1","0","0","2","Bom","Não existente","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-01-02","18:20:00","SEM VÍTIMA","FINALIZADA","TAMARINEIRA","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-01-02","18:56:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-01-02","20:47:00","SEM VÍTIMA","FINALIZADA","AREIAS","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","5","SUDOESTE"
"2019-01-02","23:21:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-01-03","06:11:00","COM VÍTIMA","FINALIZADA","SAN MARTIN","1","1","0","0","0","0","0","0","0","2","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","5","SUDOESTE"
"2019-01-03","07:17:00","COM VÍTIMA","FINALIZADA","SAN MARTIN","1","1","0","0","0","0","0","0","0","2","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","5","SUDOESTE"
"2019-01-03","07:20:00","COM VÍTIMA","FINALIZADA","BOA VISTA","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","1","CENTRO"
"2019-01-03","07:41:00","SEM VÍTIMA","CANCELADA","BOA VIAGEM","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","6","SUL"
"2019-01-03","07:54:00","COM VÍTIMA","FINALIZADA","MACAXEIRA","1","0","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-01-03","08:11:00","SEM VÍTIMA","CANCELADA","AFOGADOS","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","5","SUDOESTE"
"2019-01-03","08:28:00","SEM VÍTIMA","CANCELADA","CASA AMARELA","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","3","NOROESTE"
"2019-01-03","08:49:00","SEM VÍTIMA","CANCELADA","IMBIRIBEIRA","1","1","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","6","SUL"
"2019-01-03","08:51:00","SEM VÍTIMA","FINALIZADA","GRAÇAS","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-01-03","09:04:00","SEM VÍTIMA","FINALIZADA","ENCRUZILHADA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","2","NORTE"
"2019-01-03","09:08:00","SEM VÍTIMA","FINALIZADA","CASA FORTE","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-01-03","09:29:00","SEM VÍTIMA","FINALIZADA","ESPINHEIRO","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-01-03","09:30:00","SEM VÍTIMA","CANCELADA","SANTANA","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","3","NOROESTE"
"2019-01-03","09:36:00","SEM VÍTIMA","FINALIZADA","POÇO DA PANELA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-01-03","09:40:00","SEM VÍTIMA","FINALIZADA","AFOGADOS","3","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","5","SUDOESTE"
"2019-01-03","10:45:00","SEM VÍTIMA","FINALIZADA","IMBIRIBEIRA","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","6","SUL"
"2019-01-03","10:55:00","SEM VÍTIMA","CANCELADA","BOA VIAGEM","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","6","SUL"
"2019-01-03","11:01:00","COM VÍTIMA","FINALIZADA","SANTO ANTÔNIO","1","0","0","0","0","1","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-01-03","11:42:00","SEM VÍTIMA","FINALIZADA","SÃO JOSÉ","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","0",""
"2019-01-03","12:57:00","COM VÍTIMA","FINALIZADA","BOA VIAGEM","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-01-03","13:29:00","SEM VÍTIMA","CANCELADA","DERBY","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","3","NOROESTE"
"2019-01-03","14:28:00","SEM VÍTIMA","FINALIZADA","BOA VISTA","2","0","0","0","0","0","0","0","0","0","Bom","Incompleta","Seca","Perfeito estado","Dupla","","","1","CENTRO"
"2019-01-03","15:54:00","COM VÍTIMA","FINALIZADA","IMBIRIBEIRA","1","1","0","0","0","0","0","0","0","2","Bom","Incompleta","Seca","Perfeito estado","Única","","","6","SUL"
"2019-01-03","15:59:00","SEM VÍTIMA","FINALIZADA","CORDEIRO","1","0","0","1","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","4","OESTE"
"2019-01-03","16:04:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-01-03","16:07:00","SEM VÍTIMA","FINALIZADA","DERBY","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","3","NOROESTE"
"2019-01-03","16:20:00","SEM VÍTIMA","FINALIZADA","PINA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-01-03","17:29:00","COM VÍTIMA","CANCELADA","PINA","0","2","0","0","0","0","0","0","0","1","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","6","SUL"
"2019-01-03","20:37:00","SEM VÍTIMA","FINALIZADA","CORDEIRO","1","0","0","0","0","1","0","0","0","0","Bom","Incompleta","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-01-04","07:58:00","COM VÍTIMA","FINALIZADA","TOTÓ","0","1","0","0","1","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-01-04","08:03:00","SEM VÍTIMA","CANCELADA","JARDIM SÃO PAULO","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","0",""
"2019-01-04","10:42:00","SEM VÍTIMA","FINALIZADA","TAMARINEIRA","2","0","0","0","0","0","0","0","0","0","Bom","OUTROS","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-01-04","11:27:00","COM VÍTIMA","CANCELADA","AFOGADOS","1","1","0","0","0","0","0","0","0","1","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","5","SUDOESTE"
"2019-01-04","12:07:00","SEM VÍTIMA","FINALIZADA","AFOGADOS","2","0","0","0","0","0","0","0","1","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","5","SUDOESTE"
"2019-01-04","12:09:00","SEM VÍTIMA","CANCELADA","SANTO ANTÔNIO","1","0","0","0","0","1","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","0",""
"2019-01-04","12:30:00","COM VÍTIMA","FINALIZADA","AFOGADOS","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","5","SUDOESTE"
"2019-01-04","12:51:00","SEM VÍTIMA","FINALIZADA","PARNAMIRIM","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-01-04","14:07:00","COM VÍTIMA","FINALIZADA","GRAÇAS","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","0",""
"2019-01-04","15:49:00","SEM VÍTIMA","FINALIZADA","BOA VISTA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","1","CENTRO"
"2019-01-04","15:56:00","SEM VÍTIMA","CANCELADA","ALTO DO MANDU","1","1","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","3","NOROESTE"
"2019-01-04","16:00:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","1","1","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","6","SUL"
"2019-01-04","16:02:00","SEM VÍTIMA","FINALIZADA","BOA VISTA","2","0","0","0","0","0","0","0","0","0","Bom","Incompleta","Seca","Mal conservada","Única","","","1","CENTRO"
"2019-01-04","17:37:00","SEM VÍTIMA","FINALIZADA","MADALENA","1","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-01-04","17:49:00","SEM VÍTIMA","FINALIZADA","CABANGA","1","0","0","0","0","0","1","0","0","0","Bom","Não existente","Seca","Mal iluminada","Única","","","1","CENTRO"
"2019-01-04","17:52:00","SEM VÍTIMA","FINALIZADA","VÁRZEA","1","1","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-01-04","18:41:00","COM VÍTIMA","FINALIZADA","SANTO ANTÔNIO","0","1","0","0","0","1","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","OUTROS","","","0",""
"2019-01-04","18:49:00","SEM VÍTIMA","FINALIZADA","AFLITOS","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","3","NOROESTE"
"2019-01-04","19:53:00","COM VÍTIMA","FINALIZADA","IMBIRIBEIRA","2","1","0","0","0","0","0","0","0","2","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","6","SUL"
"2019-01-04","20:23:00","COM VÍTIMA","DUPLICIDADE","IMBIRIBEIRA","1","1","0","0","0","0","0","0","0","1","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","6","SUL"
"2019-01-04","22:12:00","VÍTIMA FATAL","FINALIZADA","AFOGADOS","0","1","0","0","1","0","0","0","0","0","Bom","OUTROS","Seca","Perfeito estado","Única","","","5","SUDOESTE"
"2019-01-04","23:00:00","SEM VÍTIMA","FINALIZADA","TORRE","1","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-01-04","23:17:00","COM VÍTIMA","FINALIZADA","ARRUDA","0","2","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","2","NORTE"
"2019-01-05","01:06:00","SEM VÍTIMA","FINALIZADA","PINA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-01-05","04:52:00","SEM VÍTIMA","CANCELADA","IMBIRIBEIRA","1","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","6","SUL"
"2019-01-05","05:44:00","SEM VÍTIMA","FINALIZADA","NOVA DESCOBERTA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-01-05","06:30:00","COM VÍTIMA","FINALIZADA","MADALENA","1","0","0","0","0","0","0","0","0","1","Bom","OUTROS","Seca","Outros","Única","","","4","OESTE"
"2019-01-05","09:23:00","SEM VÍTIMA","FINALIZADA","IPSEP","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","6","SUL"
"2019-01-05","09:35:00","SEM VÍTIMA","FINALIZADA","HIPÓDROMO","1","0","0","0","0","0","1","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-01-05","10:47:00","SEM VÍTIMA","FINALIZADA","SÃO JOSÉ","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","0",""
"2019-01-05","10:51:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-01-05","11:00:00","COM VÍTIMA","FINALIZADA","IMBIRIBEIRA","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","6","SUL"
"2019-01-05","11:00:00","COM VÍTIMA","FINALIZADA","CABANGA","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","1","CENTRO"
"2019-01-05","11:17:00","SEM VÍTIMA","FINALIZADA","CABANGA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","1","CENTRO"
"2019-01-05","11:20:00","SEM VÍTIMA","FINALIZADA","IMBIRIBEIRA","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","6","SUL"
"2019-01-05","11:29:00","SEM VÍTIMA","FINALIZADA","AFOGADOS","3","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","5","SUDOESTE"
"2019-01-05","11:36:00","SEM VÍTIMA","FINALIZADA","MADALENA","1","0","0","0","0","1","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","4","OESTE"
"2019-01-05","11:48:00","SEM VÍTIMA","FINALIZADA","MUSTARDINHA","1","1","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","5","SUDOESTE"
"2019-01-05","12:20:00","SEM VÍTIMA","FINALIZADA","VÁRZEA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","0",""
"2019-01-05","12:37:00","COM VÍTIMA","FINALIZADA","ILHA DO LEITE","0","1","0","0","0","0","0","0","0","1","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","1","CENTRO"
"2019-01-05","12:42:00","SEM VÍTIMA","FINALIZADA","PRADO","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-01-05","13:19:00","COM VÍTIMA","FINALIZADA","SANTO AMARO","1","1","0","0","0","0","0","0","0","1","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","1","CENTRO"
"2019-01-05","15:25:00","SEM VÍTIMA","FINALIZADA","VÁRZEA","1","0","0","0","0","1","0","0","0","0","Bom","Ilegível","Seca","Perfeito estado","Dupla","","","0",""
"2019-01-05","15:59:00","SEM VÍTIMA","FINALIZADA","APIPUCOS","1","1","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-01-05","16:50:00","SEM VÍTIMA","FINALIZADA","SAN MARTIN","1","1","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","5","SUDOESTE"
"2019-01-05","17:17:00","SEM VÍTIMA","CANCELADA","DERBY","2","0","0","0","0","0","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","3","NOROESTE"
"2019-01-05","18:19:00","SEM VÍTIMA","FINALIZADA","ARRUDA","2","0","0","0","0","0","0","0","0","0","Bom","Não existente","Seca","Perfeito estado","Dupla","","","2","NORTE"
"2019-01-05","19:01:00","SEM VÍTIMA","FINALIZADA","TAMARINEIRA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Dupla","","","3","NOROESTE"
"2019-01-06","02:16:00","SEM VÍTIMA","FINALIZADA","BAIRRO DO RECIFE","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","0",""
"2019-01-06","02:40:00","SEM VÍTIMA","FINALIZADA","MADALENA","2","0","0","0","0","0","0","0","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-01-06","06:06:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","1","0","0","0","0","1","0","0","0","0","Chuvoso","OUTROS","Molhada","Perfeito estado","Única","","","6","SUL"
"2019-01-06","12:18:00","SEM VÍTIMA","FINALIZADA","GUABIRABA","1","1","0","0","0","0","0","0","0","0","Bom","Não existente","Seca","Mal conservada","Dupla","","","3","NOROESTE"
"2019-01-06","18:02:00","SEM VÍTIMA","FINALIZADA","AFOGADOS","2","0","0","0","0","0","0","0","0","0","Chuvoso","Perfeito estado","Molhada","Perfeito estado","Única","","","5","SUDOESTE"
"2019-01-06","18:10:00","SEM VÍTIMA","FINALIZADA","IBURA","1","0","0","0","0","1","0","0","0","0","Chuvoso","Perfeito estado","Molhada","Perfeito estado","Dupla","","","6","SUL"
"2019-01-06","18:29:00","COM VÍTIMA","FINALIZADA","BOA VIAGEM","0","1","0","0","0","1","0","0","0","2","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","6","SUL"
"2019-01-06","20:17:00","SEM VÍTIMA","FINALIZADA","IPUTINGA","1","1","0","0","0","0","0","1","0","0","Bom","Perfeito estado","Seca","Perfeito estado","Única","","","4","OESTE"
"2019-01-06","20:48:00","SEM VÍTIMA","CANCELADA","MACAXEIRA","0","1","0","0","0","1","0","0","0","0","OUTROS","OUTROS","OUTROS","OUTROS","OUTROS","","","3","NOROESTE"
"2019-01-07","02:13:00","SEM VÍTIMA","FINALIZADA","BOA VIAGEM","2","0","0","0","0","0","0","0","0","0","Chuvoso","Perfeito estado","Molhada","Perfeito estado","Única","","","6","SUL"
"2019-01-07","06:03:00","COM VÍTIMA","FINALIZADA","SANTO ANTÔNIO","0","1","0","0","0","0","0","0","0","1","Chuvoso","Perfeito estado","Molhada","Perfeito estado","Única","","","0",""
"2019-01-07","08:19:00","SEM VÍTIMA","FINALIZADA","MADALENA","1","0","0","0","0","0","0","0","0","0","Chuvoso","Perfeito estado","Molhada","Perfeito estado","Dupla","","","4","OESTE"
